start,end,val,accn,fy,fp,form,filed,frame
2017-07-01,2017-09-30,11311000,0001628280-18-002343,2017,FY,10-K,2018-02-27,
2017-04-01,2017-06-30,2030000,0001628280-19-001311,2018,FY,10-K,2019-02-13,CY2017Q2
2017-04-01,2017-06-30,2030000,0001628280-18-002343,2017,FY,10-K,2018-02-27,
2017-01-01,2017-03-31,10281000,0001628280-19-001311,2018,FY,10-K,2019-02-13,CY2017Q1
2017-01-01,2017-03-31,10281000,0001628280-18-002343,2017,FY,10-K,2018-02-27,
2016-01-01,2016-12-31,29353000,0001628280-18-002343,2017,FY,10-K,2018-02-27,
2016-10-01,2016-12-31,8388000,0001628280-18-002343,2017,FY,10-K,2018-02-27,CY2016Q4
2016-10-01,2016-12-31,8388000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2016-01-01,2016-12-31,29353000,0001628280-19-001311,2018,FY,10-K,2019-02-13,CY2016
2016-01-01,2016-12-31,29353000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2016-07-01,2016-09-30,7832000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2016-07-01,2016-09-30,7832000,0001628280-18-002343,2017,FY,10-K,2018-02-27,CY2016Q3
2016-04-01,2016-06-30,7631000,0001628280-18-002343,2017,FY,10-K,2018-02-27,CY2016Q2
2016-04-01,2016-06-30,7631000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2016-01-01,2016-03-31,5502000,0001628280-18-002343,2017,FY,10-K,2018-02-27,CY2016Q1
2016-01-01,2016-03-31,5502000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2015-01-01,2015-12-31,10034000,0001628280-18-002343,2017,FY,10-K,2018-02-27,CY2015
2015-01-01,2015-12-31,10034000,0001628280-17-000941,2016,FY,10-K,2017-02-07,
2015-01-01,2015-12-31,10034000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2015-10-01,2015-12-31,5003000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2015-10-01,2015-12-31,5003000,0001628280-17-000941,2016,FY,10-K,2017-02-07,CY2015Q4
2015-07-01,2015-09-30,727000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2015-07-01,2015-09-30,727000,0001628280-17-000941,2016,FY,10-K,2017-02-07,CY2015Q3
2015-04-01,2015-06-30,2266000,0001628280-17-000941,2016,FY,10-K,2017-02-07,CY2015Q2
2015-04-01,2015-06-30,2266000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2015-01-01,2015-03-31,2038000,0001628280-17-000941,2016,FY,10-K,2017-02-07,CY2015Q1
2015-01-01,2015-03-31,2038000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2014-01-01,2014-12-31,-8143000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2014-10-01,2014-12-31,630000,0001628280-16-011018,2015,FY,10-K,2016-02-11,CY2014Q4
2014-10-01,2014-12-31,630000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2014-01-01,2014-12-31,-8143000,0001628280-17-000941,2016,FY,10-K,2017-02-07,CY2014
2014-01-01,2014-12-31,-8143000,0001628280-16-011018,2015,FY,10-K,2016-02-11,
2014-07-01,2014-09-30,1967000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2014-07-01,2014-09-30,1967000,0001628280-16-011018,2015,FY,10-K,2016-02-11,CY2014Q3
2014-04-01,2014-06-30,-10342000,0001628280-16-011018,2015,FY,10-K,2016-02-11,CY2014Q2
2014-04-01,2014-06-30,-10342000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2014-01-01,2014-03-31,-398000,0001628280-16-011018,2015,FY,10-K,2016-02-11,CY2014Q1
2014-01-01,2014-03-31,-398000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2013-01-01,2013-12-31,-395000,0001193125-15-044220,2014,FY,10-K,2015-02-11,
2013-10-01,2013-12-31,-1188000,0001193125-15-044220,2014,FY,10-K,2015-02-11,CY2013Q4
2013-01-01,2013-12-31,-395000,0001628280-16-011018,2015,FY,10-K,2016-02-11,CY2013
2013-07-01,2013-09-30,-273000,0001193125-15-044220,2014,FY,10-K,2015-02-11,CY2013Q3
2013-04-01,2013-06-30,498000,0001193125-15-044220,2014,FY,10-K,2015-02-11,CY2013Q2
2013-01-01,2013-03-31,568000,0001193125-15-044220,2014,FY,10-K,2015-02-11,CY2013Q1
2012-01-01,2012-12-31,110000,0001193125-15-044220,2014,FY,10-K,2015-02-11,CY2012
